user_id,item_id,timestamp,event_weight,event_type,subgroup
USER-0290,ITEM-010,2025-01-22T22:02:00+00:00,1.0,open,Focused regulars
USER-0151,ITEM-025,2025-01-23T07:00:00+00:00,1.0,open,New explorers
USER-0181,ITEM-044,2025-01-23T09:00:00+00:00,1.0,open,New explorers
USER-0299,ITEM-042,2025-01-23T09:00:00+00:00,1.0,open,Focused regulars
USER-0167,ITEM-031,2025-01-23T10:00:00+00:00,1.0,open,Focused regulars
USER-0161,ITEM-020,2025-01-23T12:00:00+00:00,1.0,open,Focused regulars
USER-0279,ITEM-013,2025-01-23T15:00:00+00:00,2.0,save,Broad enthusiasts
USER-0103,ITEM-014,2025-01-24T13:01:00+00:00,1.0,open,New explorers
USER-0311,ITEM-065,2025-01-24T15:00:00+00:00,1.0,open,Focused regulars
USER-0067,ITEM-003,2025-01-24T16:01:00+00:00,3.0,complete,New explorers
USER-0170,ITEM-011,2025-01-25T07:00:00+00:00,2.0,save,Focused regulars
USER-0011,ITEM-011,2025-01-25T07:01:00+00:00,2.0,save,Focused regulars
USER-0080,ITEM-052,2025-01-25T07:04:00+00:00,1.0,open,Focused regulars
USER-0077,ITEM-046,2025-01-25T10:00:00+00:00,1.0,open,Focused regulars
USER-0231,ITEM-020,2025-01-25T14:00:00+00:00,1.0,open,Broad enthusiasts
USER-0297,ITEM-017,2025-01-25T14:01:00+00:00,2.0,save,Broad enthusiasts
USER-0167,ITEM-050,2025-01-25T15:01:00+00:00,1.0,open,Focused regulars
USER-0281,ITEM-042,2025-01-25T16:00:00+00:00,2.0,save,Focused regulars
USER-0088,ITEM-026,2025-01-25T19:00:00+00:00,3.0,complete,New explorers
USER-0057,ITEM-005,2025-01-25T20:02:00+00:00,2.0,save,Broad enthusiasts
USER-0141,ITEM-011,2025-01-26T07:00:00+00:00,3.0,complete,Broad enthusiasts
USER-0260,ITEM-069,2025-01-26T16:00:00+00:00,1.0,open,Focused regulars
USER-0026,ITEM-006,2025-01-26T21:00:00+00:00,1.0,open,Focused regulars
USER-0035,ITEM-037,2025-01-26T21:00:00+00:00,2.0,save,Focused regulars
USER-0023,ITEM-026,2025-01-27T13:00:00+00:00,3.0,complete,Focused regulars
USER-0138,ITEM-058,2025-01-27T13:00:00+00:00,1.0,open,Broad enthusiasts
USER-0261,ITEM-055,2025-01-27T13:00:00+00:00,2.0,save,Broad enthusiasts
USER-0280,ITEM-021,2025-01-27T14:00:00+00:00,1.0,open,New explorers
USER-0068,ITEM-005,2025-01-27T16:00:00+00:00,1.0,open,Focused regulars
USER-0144,ITEM-053,2025-01-27T17:00:00+00:00,1.0,open,Broad enthusiasts
USER-0185,ITEM-027,2025-01-28T09:00:00+00:00,1.0,open,Focused regulars
USER-0296,ITEM-065,2025-01-28T10:00:00+00:00,1.0,open,Focused regulars
USER-0080,ITEM-003,2025-01-28T18:05:00+00:00,1.0,open,Focused regulars
USER-0101,ITEM-054,2025-01-28T22:00:00+00:00,2.0,save,Focused regulars
USER-0042,ITEM-043,2025-01-29T10:01:00+00:00,1.0,open,Broad enthusiasts
USER-0185,ITEM-025,2025-01-29T11:01:00+00:00,1.0,open,Focused regulars
USER-0141,ITEM-042,2025-01-29T16:01:00+00:00,3.0,complete,Broad enthusiasts
USER-0200,ITEM-035,2025-01-29T16:01:00+00:00,1.0,open,Focused regulars
USER-0023,ITEM-037,2025-01-29T18:01:00+00:00,1.0,open,Focused regulars
USER-0200,ITEM-058,2025-01-30T07:02:00+00:00,1.0,open,Focused regulars
USER-0234,ITEM-002,2025-01-30T08:00:00+00:00,3.0,complete,Broad enthusiasts
USER-0102,ITEM-028,2025-01-30T09:00:00+00:00,1.0,open,Broad enthusiasts
USER-0068,ITEM-032,2025-01-30T22:01:00+00:00,2.0,save,Focused regulars
USER-0130,ITEM-058,2025-01-31T09:00:00+00:00,1.0,open,New explorers
USER-0144,ITEM-020,2025-01-31T12:01:00+00:00,2.0,save,Broad enthusiasts
USER-0005,ITEM-037,2025-01-31T14:01:00+00:00,1.0,open,Focused regulars
USER-0231,ITEM-041,2025-01-31T14:01:00+00:00,1.0,open,Broad enthusiasts
USER-0189,ITEM-054,2025-01-31T15:00:00+00:00,2.0,save,Broad enthusiasts
USER-0158,ITEM-007,2025-01-31T17:00:00+00:00,1.0,open,Focused regulars
USER-0288,ITEM-036,2025-01-31T17:00:00+00:00,1.0,open,Broad enthusiasts
USER-0306,ITEM-054,2025-02-01T10:00:00+00:00,1.0,open,Broad enthusiasts
USER-0022,ITEM-017,2025-02-01T14:00:00+00:00,1.0,open,New explorers
USER-0072,ITEM-036,2025-02-01T18:00:00+00:00,3.0,complete,Broad enthusiasts
USER-0198,ITEM-051,2025-02-01T18:01:00+00:00,1.0,open,Broad enthusiasts
USER-0158,ITEM-019,2025-02-01T21:01:00+00:00,1.0,open,Focused regulars
USER-0261,ITEM-060,2025-02-02T07:01:00+00:00,1.0,open,Broad enthusiasts
USER-0050,ITEM-039,2025-02-02T08:00:00+00:00,1.0,open,Focused regulars
USER-0300,ITEM-020,2025-02-02T10:01:00+00:00,2.0,save,Broad enthusiasts
USER-0023,ITEM-017,2025-02-02T12:02:00+00:00,3.0,complete,Focused regulars
USER-0080,ITEM-042,2025-02-02T16:06:00+00:00,1.0,open,Focused regulars
USER-0159,ITEM-028,2025-02-02T20:02:00+00:00,1.0,open,Broad enthusiasts
USER-0140,ITEM-005,2025-02-03T09:00:00+00:00,1.0,open,Focused regulars
USER-0153,ITEM-049,2025-02-03T12:00:00+00:00,1.0,open,Broad enthusiasts
USER-0068,ITEM-034,2025-02-03T14:02:00+00:00,1.0,open,Focused regulars
USER-0227,ITEM-004,2025-02-03T15:01:00+00:00,3.0,complete,Focused regulars
USER-0230,ITEM-037,2025-02-03T17:00:00+00:00,1.0,open,Focused regulars
USER-0056,ITEM-032,2025-02-03T18:00:00+00:00,3.0,complete,Focused regulars
USER-0297,ITEM-002,2025-02-03T19:02:00+00:00,1.0,open,Broad enthusiasts
USER-0044,ITEM-034,2025-02-03T21:00:00+00:00,1.0,open,Focused regulars
USER-0303,ITEM-039,2025-02-04T08:00:00+00:00,1.0,open,Broad enthusiasts
USER-0130,ITEM-065,2025-02-04T10:01:00+00:00,2.0,save,New explorers
USER-0074,ITEM-041,2025-02-04T12:00:00+00:00,3.0,complete,Focused regulars
USER-0170,ITEM-005,2025-02-04T12:01:00+00:00,2.0,save,Focused regulars
USER-0164,ITEM-043,2025-02-04T13:02:00+00:00,2.0,save,Focused regulars
USER-0048,ITEM-016,2025-02-04T14:00:00+00:00,2.0,save,Broad enthusiasts
USER-0288,ITEM-040,2025-02-04T19:01:00+00:00,1.0,open,Broad enthusiasts
USER-0050,ITEM-018,2025-02-04T21:01:00+00:00,1.0,open,Focused regulars
USER-0216,ITEM-019,2025-02-04T22:00:00+00:00,1.0,open,Broad enthusiasts
USER-0022,ITEM-032,2025-02-04T22:01:00+00:00,2.0,save,New explorers
USER-0203,ITEM-031,2025-02-05T07:01:00+00:00,1.0,open,Focused regulars
USER-0150,ITEM-018,2025-02-05T09:00:00+00:00,3.0,complete,Broad enthusiasts
USER-0009,ITEM-042,2025-02-05T10:00:00+00:00,1.0,open,Broad enthusiasts
USER-0061,ITEM-026,2025-02-05T11:00:00+00:00,3.0,complete,New explorers
USER-0057,ITEM-044,2025-02-05T13:03:00+00:00,1.0,open,Broad enthusiasts
USER-0160,ITEM-049,2025-02-05T15:01:00+00:00,1.0,open,New explorers
USER-0185,ITEM-034,2025-02-05T15:02:00+00:00,1.0,open,Focused regulars
USER-0206,ITEM-045,2025-02-05T20:00:00+00:00,1.0,open,Focused regulars
USER-0231,ITEM-049,2025-02-05T20:02:00+00:00,1.0,open,Broad enthusiasts
USER-0279,ITEM-069,2025-02-05T21:01:00+00:00,3.0,complete,Broad enthusiasts
USER-0022,ITEM-096,2025-02-05T21:02:00+00:00,1.0,open,New explorers
USER-0077,ITEM-042,2025-02-06T09:01:00+00:00,3.0,complete,Focused regulars
USER-0297,ITEM-033,2025-02-06T09:03:00+00:00,1.0,open,Broad enthusiasts
USER-0022,ITEM-040,2025-02-06T10:03:00+00:00,3.0,complete,New explorers
USER-0068,ITEM-013,2025-02-06T10:03:00+00:00,3.0,complete,Focused regulars
USER-0067,ITEM-065,2025-02-06T15:02:00+00:00,1.0,open,New explorers
USER-0113,ITEM-003,2025-02-06T17:00:00+00:00,2.0,save,Focused regulars
USER-0158,ITEM-071,2025-02-06T17:02:00+00:00,1.0,open,Focused regulars
USER-0151,ITEM-054,2025-02-06T21:01:00+00:00,1.0,open,New explorers
USER-0249,ITEM-029,2025-02-06T22:00:00+00:00,1.0,open,Broad enthusiasts
USER-0203,ITEM-042,2025-02-07T07:02:00+00:00,2.0,save,Focused regulars
USER-0005,ITEM-026,2025-02-07T09:02:00+00:00,2.0,save,Focused regulars
USER-0153,ITEM-033,2025-02-07T10:01:00+00:00,1.0,open,Broad enthusiasts
USER-0240,ITEM-018,2025-02-07T14:00:00+00:00,1.0,open,Broad enthusiasts
USER-0138,ITEM-002,2025-02-07T16:01:00+00:00,1.0,open,Broad enthusiasts
USER-0162,ITEM-014,2025-02-07T17:00:00+00:00,1.0,open,Broad enthusiasts
USER-0176,ITEM-017,2025-02-07T18:00:00+00:00,2.0,save,Focused regulars
USER-0237,ITEM-004,2025-02-07T18:00:00+00:00,1.0,open,Broad enthusiasts
USER-0129,ITEM-035,2025-02-07T19:02:00+00:00,2.0,save,Broad enthusiasts
USER-0144,ITEM-037,2025-02-07T22:02:00+00:00,1.0,open,Broad enthusiasts
USER-0068,ITEM-042,2025-02-08T08:04:00+00:00,3.0,complete,Focused regulars
USER-0162,ITEM-005,2025-02-08T10:01:00+00:00,2.0,save,Broad enthusiasts
USER-0118,ITEM-037,2025-02-08T13:00:00+00:00,1.0,open,New explorers
USER-0151,ITEM-010,2025-02-08T13:02:00+00:00,2.0,save,New explorers
USER-0115,ITEM-039,2025-02-08T15:00:00+00:00,1.0,open,New explorers
USER-0235,ITEM-002,2025-02-08T15:00:00+00:00,1.0,open,New explorers
USER-0249,ITEM-055,2025-02-08T21:01:00+00:00,1.0,open,Broad enthusiasts
USER-0122,ITEM-017,2025-02-09T12:00:00+00:00,2.0,save,Focused regulars
USER-0303,ITEM-071,2025-02-09T18:01:00+00:00,1.0,open,Broad enthusiasts
USER-0008,ITEM-020,2025-02-09T19:00:00+00:00,2.0,save,Focused regulars
USER-0061,ITEM-042,2025-02-09T19:01:00+00:00,2.0,save,New explorers
USER-0156,ITEM-026,2025-02-09T22:02:00+00:00,1.0,open,Broad enthusiasts
USER-0017,ITEM-049,2025-02-10T07:00:00+00:00,1.0,open,Focused regulars
USER-0297,ITEM-013,2025-02-10T09:04:00+00:00,1.0,open,Broad enthusiasts
USER-0015,ITEM-014,2025-02-10T13:01:00+00:00,3.0,complete,Broad enthusiasts
USER-0173,ITEM-004,2025-02-10T15:00:00+00:00,1.0,open,Focused regulars
USER-0301,ITEM-025,2025-02-10T16:00:00+00:00,1.0,open,New explorers
USER-0008,ITEM-028,2025-02-10T16:01:00+00:00,1.0,open,Focused regulars
USER-0235,ITEM-052,2025-02-10T17:01:00+00:00,3.0,complete,New explorers
USER-0161,ITEM-027,2025-02-10T19:01:00+00:00,1.0,open,Focused regulars
USER-0042,ITEM-005,2025-02-10T19:02:00+00:00,2.0,save,Broad enthusiasts
USER-0317,ITEM-028,2025-02-10T21:01:00+00:00,2.0,save,Focused regulars
USER-0081,ITEM-025,2025-02-11T09:00:00+00:00,1.0,open,Broad enthusiasts
USER-0050,ITEM-019,2025-02-11T09:02:00+00:00,2.0,save,Focused regulars
USER-0129,ITEM-018,2025-02-11T09:03:00+00:00,2.0,save,Broad enthusiasts
USER-0144,ITEM-052,2025-02-11T12:03:00+00:00,2.0,save,Broad enthusiasts
USER-0156,ITEM-019,2025-02-11T12:03:00+00:00,3.0,complete,Broad enthusiasts
USER-0225,ITEM-025,2025-02-11T16:00:00+00:00,1.0,open,Broad enthusiasts
USER-0318,ITEM-027,2025-02-11T19:00:00+00:00,1.0,open,Broad enthusiasts
USER-0065,ITEM-032,2025-02-12T08:00:00+00:00,2.0,save,Focused regulars
USER-0156,ITEM-002,2025-02-12T09:04:00+00:00,3.0,complete,Broad enthusiasts
USER-0240,ITEM-016,2025-02-12T10:01:00+00:00,1.0,open,Broad enthusiasts
USER-0162,ITEM-022,2025-02-12T10:02:00+00:00,3.0,complete,Broad enthusiasts
USER-0288,ITEM-025,2025-02-12T10:02:00+00:00,2.0,save,Broad enthusiasts
USER-0042,ITEM-029,2025-02-12T11:03:00+00:00,2.0,save,Broad enthusiasts
USER-0311,ITEM-030,2025-02-12T12:01:00+00:00,3.0,complete,Focused regulars
USER-0164,ITEM-044,2025-02-12T13:03:00+00:00,1.0,open,Focused regulars
USER-0110,ITEM-004,2025-02-12T16:00:00+00:00,1.0,open,Focused regulars
USER-0050,ITEM-020,2025-02-12T16:03:00+00:00,1.0,open,Focused regulars
USER-0043,ITEM-022,2025-02-12T19:00:00+00:00,3.0,complete,New explorers
USER-0181,ITEM-006,2025-02-12T19:01:00+00:00,1.0,open,New explorers
USER-0305,ITEM-041,2025-02-12T20:00:00+00:00,1.0,open,Focused regulars
USER-0138,ITEM-028,2025-02-12T21:02:00+00:00,1.0,open,Broad enthusiasts
USER-0176,ITEM-044,2025-02-13T08:01:00+00:00,1.0,open,Focused regulars
USER-0318,ITEM-034,2025-02-13T10:01:00+00:00,1.0,open,Broad enthusiasts
USER-0057,ITEM-045,2025-02-13T10:04:00+00:00,3.0,complete,Broad enthusiasts
USER-0240,ITEM-020,2025-02-13T11:02:00+00:00,1.0,open,Broad enthusiasts
USER-0164,ITEM-008,2025-02-13T11:04:00+00:00,2.0,save,Focused regulars
USER-0209,ITEM-026,2025-02-13T13:00:00+00:00,3.0,complete,Focused regulars
USER-0173,ITEM-003,2025-02-13T15:01:00+00:00,1.0,open,Focused regulars
USER-0185,ITEM-017,2025-02-13T15:03:00+00:00,1.0,open,Focused regulars
USER-0107,ITEM-051,2025-02-13T16:00:00+00:00,1.0,open,Focused regulars
USER-0120,ITEM-007,2025-02-13T16:00:00+00:00,1.0,open,Broad enthusiasts
USER-0158,ITEM-034,2025-02-13T18:03:00+00:00,1.0,open,Focused regulars
USER-0314,ITEM-040,2025-02-13T20:00:00+00:00,1.0,open,Focused regulars
USER-0213,ITEM-019,2025-02-13T21:00:00+00:00,1.0,open,Broad enthusiasts
USER-0134,ITEM-058,2025-02-13T22:00:00+00:00,1.0,open,Focused regulars
USER-0207,ITEM-040,2025-02-13T22:00:00+00:00,1.0,open,Broad enthusiasts
USER-0291,ITEM-039,2025-02-13T22:03:00+00:00,1.0,open,Broad enthusiasts
USER-0206,ITEM-036,2025-02-14T07:01:00+00:00,2.0,save,Focused regulars
USER-0153,ITEM-054,2025-02-14T07:02:00+00:00,3.0,complete,Broad enthusiasts
USER-0320,ITEM-052,2025-02-14T08:00:00+00:00,2.0,save,Focused regulars
USER-0311,ITEM-021,2025-02-14T08:02:00+00:00,1.0,open,Focused regulars
USER-0237,ITEM-052,2025-02-14T10:01:00+00:00,1.0,open,Broad enthusiasts
USER-0050,ITEM-082,2025-02-14T11:04:00+00:00,1.0,open,Focused regulars
USER-0185,ITEM-082,2025-02-14T12:04:00+00:00,1.0,open,Focused regulars
USER-0267,ITEM-038,2025-02-14T13:00:00+00:00,3.0,complete,Broad enthusiasts
USER-0039,ITEM-005,2025-02-14T13:01:00+00:00,1.0,open,Broad enthusiasts
USER-0280,ITEM-037,2025-02-14T14:01:00+00:00,1.0,open,New explorers
USER-0156,ITEM-052,2025-02-14T17:05:00+00:00,1.0,open,Broad enthusiasts
USER-0255,ITEM-027,2025-02-14T18:02:00+00:00,2.0,save,Broad enthusiasts
USER-0200,ITEM-055,2025-02-14T18:03:00+00:00,1.0,open,Focused regulars
USER-0091,ITEM-052,2025-02-14T19:01:00+00:00,2.0,save,New explorers
USER-0140,ITEM-023,2025-02-14T21:01:00+00:00,2.0,save,Focused regulars
USER-0102,ITEM-040,2025-02-14T22:01:00+00:00,1.0,open,Broad enthusiasts
USER-0056,ITEM-051,2025-02-15T09:01:00+00:00,1.0,open,Focused regulars
USER-0209,ITEM-058,2025-02-15T11:01:00+00:00,1.0,open,Focused regulars
USER-0302,ITEM-043,2025-02-15T16:00:00+00:00,1.0,open,Focused regulars
USER-0032,ITEM-028,2025-02-15T19:00:00+00:00,3.0,complete,Focused regulars
USER-0035,ITEM-016,2025-02-15T19:01:00+00:00,1.0,open,Focused regulars
USER-0081,ITEM-060,2025-02-15T22:01:00+00:00,1.0,open,Broad enthusiasts
USER-0164,ITEM-016,2025-02-15T22:05:00+00:00,1.0,open,Focused regulars
USER-0160,ITEM-082,2025-02-16T07:02:00+00:00,2.0,save,New explorers
USER-0084,ITEM-039,2025-02-16T08:00:00+00:00,1.0,open,Broad enthusiasts
USER-0137,ITEM-057,2025-02-16T08:00:00+00:00,2.0,save,Focused regulars
USER-0029,ITEM-049,2025-02-16T13:00:00+00:00,2.0,save,Focused regulars
USER-0093,ITEM-019,2025-02-16T13:00:00+00:00,2.0,save,Broad enthusiasts
USER-0306,ITEM-005,2025-02-16T13:01:00+00:00,3.0,complete,Broad enthusiasts
USER-0140,ITEM-029,2025-02-16T15:02:00+00:00,2.0,save,Focused regulars
USER-0017,ITEM-004,2025-02-16T16:01:00+00:00,1.0,open,Focused regulars
USER-0213,ITEM-026,2025-02-16T16:01:00+00:00,1.0,open,Broad enthusiasts
USER-0162,ITEM-054,2025-02-16T21:03:00+00:00,1.0,open,Broad enthusiasts
USER-0105,ITEM-006,2025-02-17T07:00:00+00:00,2.0,save,Broad enthusiasts
USER-0159,ITEM-058,2025-02-17T07:03:00+00:00,3.0,complete,Broad enthusiasts
USER-0315,ITEM-011,2025-02-17T12:00:00+00:00,1.0,open,Broad enthusiasts
USER-0026,ITEM-002,2025-02-17T12:01:00+00:00,1.0,open,Focused regulars
USER-0203,ITEM-035,2025-02-17T12:03:00+00:00,1.0,open,Focused regulars
USER-0081,ITEM-065,2025-02-17T15:02:00+00:00,1.0,open,Broad enthusiasts
USER-0200,ITEM-042,2025-02-17T15:04:00+00:00,1.0,open,Focused regulars
USER-0132,ITEM-019,2025-02-17T16:00:00+00:00,2.0,save,Broad enthusiasts
USER-0219,ITEM-004,2025-02-17T17:00:00+00:00,1.0,open,Broad enthusiasts
USER-0230,ITEM-044,2025-02-17T17:01:00+00:00,2.0,save,Focused regulars
USER-0129,ITEM-033,2025-02-17T18:04:00+00:00,1.0,open,Broad enthusiasts
USER-0143,ITEM-054,2025-02-17T20:00:00+00:00,2.0,save,Focused regulars
USER-0104,ITEM-005,2025-02-17T21:00:00+00:00,1.0,open,Focused regulars
USER-0113,ITEM-049,2025-02-18T07:01:00+00:00,1.0,open,Focused regulars
USER-0179,ITEM-002,2025-02-18T08:00:00+00:00,1.0,open,Focused regulars
USER-0260,ITEM-060,2025-02-18T10:01:00+00:00,2.0,save,Focused regulars
USER-0189,ITEM-034,2025-02-18T11:01:00+00:00,1.0,open,Broad enthusiasts
USER-0019,ITEM-017,2025-02-18T13:00:00+00:00,1.0,open,New explorers
USER-0067,ITEM-011,2025-02-18T16:03:00+00:00,3.0,complete,New explorers
USER-0075,ITEM-042,2025-02-18T17:00:00+00:00,3.0,complete,Broad enthusiasts
USER-0281,ITEM-026,2025-02-18T18:01:00+00:00,1.0,open,Focused regulars
USER-0119,ITEM-002,2025-02-18T19:00:00+00:00,1.0,open,Focused regulars
USER-0122,ITEM-058,2025-02-18T19:01:00+00:00,1.0,open,Focused regulars
USER-0150,ITEM-016,2025-02-18T20:01:00+00:00,1.0,open,Broad enthusiasts
USER-0083,ITEM-040,2025-02-18T21:00:00+00:00,3.0,complete,Focused regulars
USER-0088,ITEM-014,2025-02-18T22:01:00+00:00,3.0,complete,New explorers
USER-0261,ITEM-028,2025-02-18T22:02:00+00:00,1.0,open,Broad enthusiasts
USER-0080,ITEM-058,2025-02-18T22:07:00+00:00,1.0,open,Focused regulars
USER-0264,ITEM-011,2025-02-19T07:00:00+00:00,1.0,open,Broad enthusiasts
USER-0307,ITEM-040,2025-02-19T07:00:00+00:00,1.0,open,New explorers
USER-0297,ITEM-049,2025-02-19T08:05:00+00:00,1.0,open,Broad enthusiasts
USER-0278,ITEM-037,2025-02-19T09:00:00+00:00,1.0,open,Focused regulars
USER-0317,ITEM-039,2025-02-19T10:02:00+00:00,3.0,complete,Focused regulars
USER-0312,ITEM-082,2025-02-19T11:01:00+00:00,2.0,save,Broad enthusiasts
USER-0061,ITEM-069,2025-02-19T12:02:00+00:00,1.0,open,New explorers
USER-0235,ITEM-069,2025-02-19T12:02:00+00:00,1.0,open,New explorers
USER-0144,ITEM-044,2025-02-19T12:04:00+00:00,1.0,open,Broad enthusiasts
USER-0080,ITEM-071,2025-02-19T12:08:00+00:00,1.0,open,Focused regulars
USER-0140,ITEM-004,2025-02-19T13:03:00+00:00,2.0,save,Focused regulars
USER-0261,ITEM-039,2025-02-19T13:03:00+00:00,1.0,open,Broad enthusiasts
USER-0162,ITEM-033,2025-02-19T13:04:00+00:00,1.0,open,Broad enthusiasts
USER-0306,ITEM-039,2025-02-19T15:02:00+00:00,1.0,open,Broad enthusiasts
USER-0102,ITEM-045,2025-02-19T16:02:00+00:00,1.0,open,Broad enthusiasts
USER-0008,ITEM-025,2025-02-19T19:02:00+00:00,1.0,open,Focused regulars
USER-0207,ITEM-052,2025-02-19T21:01:00+00:00,1.0,open,Broad enthusiasts
USER-0206,ITEM-032,2025-02-19T22:02:00+00:00,3.0,complete,Focused regulars
USER-0019,ITEM-037,2025-02-20T08:01:00+00:00,2.0,save,New explorers
USER-0315,ITEM-016,2025-02-20T11:01:00+00:00,2.0,save,Broad enthusiasts
USER-0162,ITEM-025,2025-02-20T11:05:00+00:00,1.0,open,Broad enthusiasts
USER-0249,ITEM-039,2025-02-20T12:02:00+00:00,1.0,open,Broad enthusiasts
USER-0281,ITEM-009,2025-02-20T16:02:00+00:00,3.0,complete,Focused regulars
USER-0143,ITEM-025,2025-02-20T19:01:00+00:00,1.0,open,Focused regulars
USER-0065,ITEM-005,2025-02-20T20:01:00+00:00,1.0,open,Focused regulars
USER-0144,ITEM-011,2025-02-21T07:05:00+00:00,3.0,complete,Broad enthusiasts
USER-0137,ITEM-002,2025-02-21T10:01:00+00:00,1.0,open,Focused regulars
USER-0149,ITEM-030,2025-02-21T11:00:00+00:00,2.0,save,Focused regulars
USER-0067,ITEM-037,2025-02-21T11:04:00+00:00,1.0,open,New explorers
USER-0017,ITEM-026,2025-02-21T12:02:00+00:00,1.0,open,Focused regulars
USER-0312,ITEM-019,2025-02-21T15:02:00+00:00,3.0,complete,Broad enthusiasts
USER-0315,ITEM-024,2025-02-21T17:02:00+00:00,1.0,open,Broad enthusiasts
USER-0066,ITEM-025,2025-02-21T18:00:00+00:00,1.0,open,Broad enthusiasts
USER-0119,ITEM-044,2025-02-21T18:01:00+00:00,2.0,save,Focused regulars
USER-0234,ITEM-055,2025-02-21T20:01:00+00:00,1.0,open,Broad enthusiasts
USER-0074,ITEM-037,2025-02-21T21:01:00+00:00,1.0,open,Focused regulars
USER-0230,ITEM-049,2025-02-21T21:02:00+00:00,1.0,open,Focused regulars
USER-0267,ITEM-025,2025-02-22T07:01:00+00:00,1.0,open,Broad enthusiasts
USER-0008,ITEM-052,2025-02-22T08:03:00+00:00,2.0,save,Focused regulars
USER-0149,ITEM-069,2025-02-22T10:01:00+00:00,1.0,open,Focused regulars
USER-0290,ITEM-025,2025-02-22T11:03:00+00:00,1.0,open,Focused regulars
